Paper_Number;Paper_ID;Paper_Name;Paper_Link
195;5EXfh_hcqVYJ;Dualdice: Behavior-agnostic estimation of discounted stationary distribution corrections ;https://proceedings.neurips.cc/paper_files/paper/2019/file/cf9a242b70f45317ffd281241fa66502-Paper.pdf
196;k-VdTwcs0VQJ;Model-free deep reinforcement learning for urban autonomous driving ;https://ieeexplore.ieee.org/abstract/document/8917306/
197;DXzCp_KQvp0J;Lidarsim: Realistic lidar simulation by leveraging the real world ;http://openaccess.thecvf.com/content_CVPR_2020/html/Manivasagam_LiDARsim_Realistic_LiDAR_Simulation_by_Leveraging_the_Real_World_CVPR_2020_paper.html
198;F39iIOPF03YJ;Learning to schedule job-shop problems: representation and policy learning using graph neural network and reinforcement learning ;https://www.tandfonline.com/doi/abs/10.1080/00207543.2020.1870013
199;22FixEiffJMJ;Bridging the gap between value and policy based reinforcement learning ;https://proceedings.neurips.cc/paper_files/paper/2017/hash/facf9f743b083008a894eee7baa16469-Abstract.html
200;JLiZawlVdwsJ;The modern mathematics of deep learning ;https://www.cambridge.org/core/services/aop-cambridge-core/content/view/7C3874F83A5D934E5FDC984B8457D553/stamped-9781316516782c1_1-111.pdf/modern_mathematics_of_deep_learning.pdf
201;wxCDOExFvlIJ;Offline rl policies should be trained to be adaptive ;https://proceedings.mlr.press/v162/ghosh22a.html
202;ge1z3XZEMewJ;Deep reinforcement learning for dynamic multichannel access in wireless networks ;https://ieeexplore.ieee.org/abstract/document/8303773/
203;dvb2jo5pl24J;Selective experience replay for lifelong learning ;https://ojs.aaai.org/index.php/AAAI/article/view/11595
204;HcUDDuAEa9cJ;Application of deep learning to cybersecurity: A survey ;https://www.sciencedirect.com/science/article/pii/S0925231219302954
205;And_2z1rBrUJ;Input convex neural networks ;http://proceedings.mlr.press/v70/amos17b.html?ref=https://githubhelp.com
206;ynArPEHK9AIJ;Semisupervised deep reinforcement learning in support of IoT and smart city services ;https://ieeexplore.ieee.org/abstract/document/7945258/
207;FWrxvGGuEMUJ;Multi-DQN: An ensemble of Deep Q-learning agents for stock market forecasting ;https://www.sciencedirect.com/science/article/pii/S0957417420306321
208;R2_4bY4tDxAJ;Whole building energy model for HVAC optimal control: A practical framework based on deep reinforcement learning ;https://www.sciencedirect.com/science/article/pii/S0378778818330858
209;PQSLNSatVvUJ;Auto: Scaling deep reinforcement learning for datacenter-scale automatic traffic optimization ;https://dl.acm.org/doi/abs/10.1145/3230543.3230551
210;Kkr7bmfmNwQJ;Learning for a robot: Deep reinforcement learning, imitation learning, transfer learning ;https://www.mdpi.com/1424-8220/21/4/1278
211;k_u7_-XCLIcJ;Machine learning: Overview of the recent progresses and implications for the process systems engineering field ;https://www.sciencedirect.com/science/article/pii/S0098135417303538
212;7ox8R6ECZVkJ;Unsupervised state representation learning in atari ;https://proceedings.neurips.cc/paper_files/paper/2019/hash/6fb52e71b837628ac16539c1ff911667-Abstract.html
213;NmA3iQY6v04J;Deep learning for NLP and speech recognition ;https://link.springer.com/content/pdf/10.1007/978-3-030-14596-5.pdf
214;GWqsLIFhtiYJ;Deep learning empowered task offloading for mobile edge computing in urban informatics ;https://ieeexplore.ieee.org/abstract/document/8660505/
215;7ORbsoPMqqMJ;Artificial intelligence for games ;https://books.google.com/books?hl=en&lr=&id=4CLOBgAAQBAJ&oi=fnd&pg=PP1&ots=6b1IDP-SI0&sig=WP0akRz6mD0ccIic_ExsfbG3kkU
216;owpY5Gj687wJ;Deep reinforcement learning for strategic bidding in electricity markets ;https://ieeexplore.ieee.org/abstract/document/8805177/
217;s9JDTiK26iYJ;What matters in on-policy reinforcement learning? a large-scale empirical study ;https://arxiv.org/abs/2006.05990
218;tUPSg2ddHJAJ;Classic meets modern: A pragmatic learning-based congestion control for the internet ;https://dl.acm.org/doi/abs/10.1145/3387514.3405892
219;Lshwcghzf1wJ;Deep reinforcement learning: an overview ;https://link.springer.com/chapter/10.1007/978-3-319-56991-8_32
220;m7uk_5K0AegJ;Algaedice: Policy gradient from arbitrary experience ;https://arxiv.org/abs/1912.02074
221;EyGPHzj3VC8J;Learning deep control policies for autonomous aerial vehicles with mpc-guided policy search ;https://ieeexplore.ieee.org/abstract/document/7487175/
222;ypDUJmzcTG8J;World models ;https://arxiv.org/abs/1803.10122
223;tRqsatOpasAJ;A survey of embodied ai: From simulators to research tasks ;https://ieeexplore.ieee.org/abstract/document/9687596/
224;GxKE5dv61MAJ;Deep reinforcement learning for resource protection and real-time detection in IoT environment ;https://ieeexplore.ieee.org/abstract/document/9000524/
225;1pvRP2fYejAJ;Deep multi-user reinforcement learning for distributed dynamic spectrum access ;https://ieeexplore.ieee.org/abstract/document/8532121/
226;CbaphB75wiIJ;A large-scale study of representation learning with the visual task adaptation benchmark ;https://arxiv.org/abs/1910.04867
227;2SnN0U3pRGUJ;Causal confusion in imitation learning ;https://proceedings.neurips.cc/paper_files/paper/2019/hash/947018640bf36a2bb609d3557a285329-Abstract.html
228;R74PhYT1TGMJ;Recommendations with negative feedback via pairwise deep reinforcement learning ;https://dl.acm.org/doi/abs/10.1145/3219819.3219886
229;YELrNSuJV9AJ;Recent advances and challenges in task-oriented dialog systems ;https://link.springer.com/article/10.1007/s11431-020-1692-3
230;Omsj9FdA3IgJ;Deep learning the electromagnetic properties of metamaterials—a comprehensive review ;https://onlinelibrary.wiley.com/doi/abs/10.1002/adfm.202101748
231;K6AnK4cOZbMJ;Deep reinforcement learning for trading ;https://jfds.pm-research.com/content/early/2020/03/16/jfds.2020.1.030.abstract
232;6lJfC0KmtvYJ;Search on the replay buffer: Bridging planning and reinforcement learning ;https://proceedings.neurips.cc/paper/2019/hash/5c48ff18e0a47baaf81d8b8ea51eec92-Abstract.html
233;5Dy6t-_j5q0J;Continuous reinforcement learning of energy management with deep Q network for a power split hybrid electric bus ;https://www.sciencedirect.com/science/article/pii/S0306261918304422
234;sDbsrRTdhHQJ;Interpretable end-to-end urban autonomous driving with latent deep reinforcement learning ;https://ieeexplore.ieee.org/abstract/document/9346000/
235;Fo1_Tsp55rIJ;Navigating occluded intersections with autonomous vehicles using deep reinforcement learning ;https://ieeexplore.ieee.org/abstract/document/8461233/
236;66qBPmwB1z4J;Evaluation of deep learning models for multi-step ahead time series prediction ;https://ieeexplore.ieee.org/abstract/document/9444453/
237;2u8dpcFadu8J;Space: Unsupervised object-oriented scene representation via spatial attention and decomposition ;https://arxiv.org/abs/2001.02407
238;sQlN8IzuOmEJ;Self-supervised deep reinforcement learning with generalized computation graphs for robot navigation ;https://ieeexplore.ieee.org/abstract/document/8460655/
239;d1wLPmZKPlcJ;A review of deep learning methods and applications for unmanned aerial vehicles ;https://www.hindawi.com/journals/js/2017/3296874/abs/
240;_aq9yRkxGhEJ;Meta-gradient reinforcement learning ;https://proceedings.neurips.cc/paper/2018/hash/2715518c875999308842e3455eda2fe3-Abstract.html
241;FHNimWC0BRAJ;Deep reinforcement learning in medical imaging: A literature review ;https://www.sciencedirect.com/science/article/pii/S1361841521002395
242;6pveRFfsMUsJ;Implicit generation and generalization in energy-based models ;https://arxiv.org/abs/1903.08689
243;r_8msqHCsk4J;Randomised controlled trial of WISENSE, a real-time quality improving system for monitoring blind spots during esophagogastroduodenoscopy ;https://gut.bmj.com/content/68/12/2161.abstract
244;WfQGdnG5VxEJ;Smarts: Scalable multi-agent reinforcement learning training school for autonomous driving ;https://arxiv.org/abs/2010.09776
245;W9TB43SDqkQJ;Artificial intelligence in the creative industries: a review ;https://link.springer.com/article/10.1007/s10462-021-10039-7
246;4JSvGGrWJe0J;Multi-objective workflow scheduling with deep-Q-network-based multi-agent reinforcement learning ;https://ieeexplore.ieee.org/abstract/document/8676306/
247;pGD-3uAZWTwJ;Reinforcement learning in sustainable energy and electric systems: A survey ;https://www.sciencedirect.com/science/article/pii/S1367578820300079
248;PQzMXHE-jSkJ;Review of the state of the art of deep learning for plant diseases: A broad analysis and discussion ;https://www.mdpi.com/2223-7747/9/10/1302
249;g7toW1jRKXMJ;Deep reinforcement learning based volt-var optimization in smart distribution systems ;https://ieeexplore.ieee.org/abstract/document/9143169/
250;cWTCTO4xt2sJ;Sentiment analysis using deep learning approaches: an overview ;https://link.springer.com/article/10.1007/s11432-018-9941-6
251;VMYRRFYC4WsJ;Machine learning for wireless communications in the Internet of Things: A comprehensive survey ;https://www.sciencedirect.com/science/article/pii/S1570870519300812
252;6pTwBR6QtwQJ;Towards real-time path planning through deep reinforcement learning for a UAV in dynamic environments ;https://link.springer.com/article/10.1007/s10846-019-01073-3
253;tPpDYIoDTdMJ;FP-BNN: Binarized neural network on FPGA ;https://www.sciencedirect.com/science/article/pii/S0925231217315655
254;763e88_5PI4J;Machine learning in the air ;https://ieeexplore.ieee.org/abstract/document/8839651/
255;q_eGpbMeDP8J;Learning modular neural network policies for multi-task and multi-robot transfer ;https://ieeexplore.ieee.org/abstract/document/7989250/
256;TP06bWS-mN4J;Deep reinforcement learning for 5G networks: Joint beamforming, power control, and interference coordination ;https://ieeexplore.ieee.org/abstract/document/8938771/
257;MXUdIoS90uIJ;A scheduling scheme in the cloud computing environment using deep Q-learning ;https://www.sciencedirect.com/science/article/pii/S0020025519309971
258;PUGQHIDngw8J;Learning combinatorial optimization on graphs: A survey with applications to networking ;https://ieeexplore.ieee.org/abstract/document/9125934/
259;7IenItVxhWkJ;Split computing and early exiting for deep learning applications: Survey and research challenges ;https://dl.acm.org/doi/abs/10.1145/3527155
260;LWZlPN-rnAYJ;Reward learning from human preferences and demonstrations in atari ;https://proceedings.neurips.cc/paper_files/paper/2018/hash/8cbe9ce23f42628c98f80fa0fac8b19a-Abstract.html
261;4nunaZ8kwc8J;Randomized ensembled double q-learning: Learning fast without a model ;https://arxiv.org/abs/2101.05982
262;yaPhRQBItgMJ;Iq-learn: Inverse soft-q learning for imitation ;https://proceedings.neurips.cc/paper/2021/hash/210f760a89db30aa72ca258a3483cc7f-Abstract.html
263;Y2bChH9ay34J;Next-generation deep learning based on simulators and synthetic data ;https://www.cell.com/trends/cognitive-sciences/fulltext/S1364-6613(21)00293-X
264;NpE6XT44LtgJ;Traffic light control using deep policy‐gradient and value‐function‐based reinforcement learning ;https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/iet-its.2017.0153
265;nup4eWmWJZ0J;Relational neural expectation maximization: Unsupervised discovery of objects and their interactions ;https://arxiv.org/abs/1802.10353
266;R_umPfE6uhwJ;Multi-task reinforcement learning with soft modularization ;https://proceedings.neurips.cc/paper_files/paper/2020/hash/32cfdce9631d8c7906e8e9d6e68b514b-Abstract.html
267;WRP9F9DyWW4J;Hyperbolic deep neural networks: A survey ;https://ieeexplore.ieee.org/abstract/document/9658224/
268;bAqmnP5xSI0J;Continual learning with tiny episodic memories ;https://ora.ox.ac.uk/objects/uuid:6e7580c4-85c9-4874-a52d-e4184046935c
269;8Wjjn0U4Wh4J;Deep learning for electronic health records: A comparative review of multiple deep neural architectures ;https://www.sciencedirect.com/science/article/pii/S1532046419302564
270;t8QRlPn-NucJ;Replay in deep learning: Current approaches and missing biological elements ;https://direct.mit.edu/neco/article-abstract/33/11/2908/107071
271;6r9B1Yxc58kJ;Learning to optimize join queries with deep reinforcement learning ;https://arxiv.org/abs/1808.03196
272;3RM9PN73_hkJ;Cooperative multiagent deep reinforcement learning for reliable surveillance via autonomous multi-UAV control ;https://ieeexplore.ieee.org/abstract/document/9682599/
273;8ufop_OSYkQJ;Advanced planning for autonomous vehicles using reinforcement learning and deep inverse reinforcement learning ;https://www.sciencedirect.com/science/article/pii/S0921889018302021
274;m8Sks_DRSGgJ;Fiber laser development enabled by machine learning: review and prospect ;https://link.springer.com/article/10.1186/s43074-022-00055-3
275;9YvxGW3tRtUJ;Robust active flow control over a range of Reynolds numbers using an artificial neural network trained through deep reinforcement learning ;https://pubs.aip.org/aip/pof/article/32/5/053605/1033993
276;ssVUoUPhZLcJ;Reinforced model predictive control (RL-MPC) for building energy management ;https://www.sciencedirect.com/science/article/pii/S0306261921015932
277;QKR5FE1vJJ8J;Greedynas: Towards fast one-shot nas with greedy supernet ;http://openaccess.thecvf.com/content_CVPR_2020/html/You_GreedyNAS_Towards_Fast_One-Shot_NAS_With_Greedy_Supernet_CVPR_2020_paper.html
278;PGoRkoTsVIYJ;Deep reinforcement learning: a survey ;https://link.springer.com/article/10.1631/FITEE.1900533
279;_dT-J1Dd_YIJ;A gentle introduction to reinforcement learning and its application in different fields ;https://ieeexplore.ieee.org/abstract/document/9261348/
280;sHF3twEqrP8J;Deep reinforcement learning in production systems: a systematic literature review ;https://www.tandfonline.com/doi/abs/10.1080/00207543.2021.1973138
281;TrKS1suAX5sJ;Deep-reinforcement-learning-based images segmentation for quantitative analysis of gold immunochromatographic strip ;https://www.sciencedirect.com/science/article/pii/S0925231220305385
282;XmMmAgwf0-kJ;DMRO: A deep meta reinforcement learning-based task offloading framework for edge-cloud computing ;https://ieeexplore.ieee.org/abstract/document/9448034/
283;lviehWy197sJ;A deep reinforcement learning chatbot ;https://arxiv.org/abs/1709.02349
284;DaHPL7Y1pA4J;Deep reinforcement learning and the deadly triad ;https://arxiv.org/abs/1812.02648
285;1anqsjoTHSkJ;Policy learning with constraints in model-free reinforcement learning: A survey ;https://par.nsf.gov/biblio/10313521
286;-Ylq2JhZZToJ;Generalization in reinforcement learning with selective noise injection and information bottleneck ;https://proceedings.neurips.cc/paper_files/paper/2019/hash/e2ccf95a7f2e1878fcafc8376649b6e8-Abstract.html
287;m-3JxptFs44J;Projection-based constrained policy optimization ;https://arxiv.org/abs/2010.03152
288;-sc7xxECuQ4J;Learning to be safe: Deep rl with a safety critic ;https://arxiv.org/abs/2010.14603
289;x9GVVUTud2wJ;Lyapunov-based safe policy optimization for continuous control ;https://arxiv.org/abs/1901.10031
290;tX3FFAWoXJUJ;Temporal difference learning for model predictive control ;https://arxiv.org/abs/2203.04955
291;E8lmeet4szwJ;Deep reinforcement learning for high precision assembly tasks ;https://ieeexplore.ieee.org/abstract/document/8202244/
